output,input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,input11,input12,input13,input14,input15,input16,input17,input18,input19,input20,input21
0.37333333333333335,0.0,0.544921875,0.7574850299401198,0.5149384885764499,0.6153846153846154,0.6213499281953089,0.3664921465968587,0.5918367346938774,0.5016611295681064,0.04020752269779507,0.06204379562043794,0.4642857142857144,0.19444444444444448,0.23404255319148937,0.20289855072463764,0.05723905723905725,0.16470588235294117,0.030100334448160536,0.0793296089385475,0.4465408805031446,0.3984306887532694
0.3422222222222222,0.0,0.5546875,0.7260479041916168,0.5061511423550088,0.6153846153846154,0.6213499281953089,0.3664921465968587,0.5918367346938774,0.46843853820598014,0.05642023346303501,0.07116788321167883,0.5153061224489797,0.3333333333333333,0.21276595744680854,0.20289855072463764,0.09090909090909093,0.17647058823529413,0.030100334448160536,0.0782122905027933,0.45911949685534587,0.44202266782911936
0.4266666666666667,0.0,0.607421875,0.7514970059880239,0.4991212653778559,0.5384615384615384,0.5998085208233606,0.3664921465968587,0.6562835660580021,0.7009966777408638,0.03372243839169909,0.05474452554744525,0.4642857142857144,0.3333333333333333,0.3191489361702128,0.27536231884057966,0.1245791245791246,0.21176470588235294,0.06354515050167224,0.08715083798882682,0.48427672955974843,0.42458587619877947
0.6,0.0,0.572265625,0.7784431137724551,0.5026362038664324,0.5384615384615384,0.6213499281953089,0.20942408376963353,0.6455424274973146,0.5681063122923589,0.05317769130998702,0.0802919708029197,0.5153061224489797,0.2777777777777778,0.25531914893617025,0.20289855072463764,0.10774410774410775,0.2235294117647059,0.09698996655518395,0.10391061452513967,0.4465408805031446,0.4681778552746294
0.48444444444444446,0.0,0.595703125,0.7904191616766467,0.523725834797891,0.5384615384615384,0.6452848252752514,0.3664921465968587,0.6133190118152523,0.7342192691029901,0.08884565499351492,0.06934306569343066,0.5663265306122449,0.3055555555555556,0.1914893617021277,0.13043478260869565,0.10774410774410775,0.43529411764705883,0.06354515050167224,0.10391061452513967,0.4716981132075471,0.6338273757628597
0.52,0.0,0.55859375,0.7829341317365269,0.5219683655536028,0.5384615384615384,0.6452848252752514,0.31413612565445026,0.6777658431793769,0.5681063122923589,0.059662775616083005,0.05291970802919707,0.528061224489796,0.5,0.34042553191489366,0.34782608695652173,0.10774410774410775,0.21176470588235294,0.06354515050167224,0.07374301675977654,0.4968553459119497,0.4681778552746294
0.41333333333333333,0.0,0.56640625,0.781437125748503,0.5272407732864675,0.5384615384615384,0.6452848252752514,0.31413612565445026,0.6562835660580021,0.6345514950166113,0.04669260700389105,0.05291970802919707,0.43877551020408173,0.47222222222222227,0.5957446808510638,0.34782608695652173,0.15824915824915828,0.18823529411764708,0.06354515050167224,0.08715083798882682,0.4968553459119497,0.3984306887532694
0.47555555555555556,0.0,0.560546875,0.7664670658682635,0.523725834797891,0.5384615384615384,0.6452848252752514,0.31413612565445026,0.6240601503759398,0.6013289036544851,0.04345006485084305,0.04744525547445255,0.43877551020408173,0.3055555555555556,0.2978723404255319,0.34782608695652173,0.10774410774410775,0.16470588235294117,0.06354515050167224,0.0782122905027933,0.45911949685534587,0.38099389712292936
0.4533333333333333,0.0,0.5625,0.7799401197604791,0.5219683655536028,0.5384615384615384,0.6452848252752514,0.31413612565445026,0.6562835660580021,0.6013289036544851,0.062905317769131,0.05291970802919707,0.45153061224489804,0.4444444444444445,0.2978723404255319,0.27536231884057966,0.1245791245791246,0.25882352941176473,0.06354515050167224,0.09497206703910614,0.4716981132075471,0.45074106364428934
0.40444444444444444,0.0,0.58203125,0.7904191616766467,0.5413005272407733,0.5384615384615384,0.6452848252752514,0.20942408376963353,0.6562835660580021,0.7342192691029901,0.11802853437094682,0.056569343065693424,0.42602040816326536,0.7500000000000001,0.3829787234042553,0.49275362318840576,0.15824915824915828,0.19999999999999998,0.06354515050167224,0.07709497206703911,0.48427672955974843,0.3897122929380994
0.49333333333333335,0.0,0.560546875,0.7949101796407185,0.4973637961335677,0.5384615384615384,0.6452848252752514,0.20942408376963353,0.6455424274973146,0.6345514950166113,0.08884565499351492,0.06204379562043794,0.42602040816326536,0.6111111111111112,0.34042553191489366,0.34782608695652173,0.1245791245791246,0.19999999999999998,0.06354515050167224,0.10502793296089387,0.4716981132075471,0.3897122929380994
0.4,0.0,0.55078125,0.7799401197604791,0.5026362038664324,0.5384615384615384,0.6452848252752514,0.31413612565445026,0.6240601503759398,0.6013289036544851,0.059662775616083005,0.056569343065693424,0.45153061224489804,0.2777777777777778,0.23404255319148937,0.27536231884057966,0.1414141414141414,0.21176470588235294,0.06354515050167224,0.0893854748603352,0.45911949685534587,0.41586748038360943
0.4666666666666667,0.0,0.583984375,0.7410179640718563,0.4868189806678383,0.3076923076923077,0.6213499281953089,0.31413612565445026,0.6992481203007519,0.5016611295681064,0.06939040207522697,0.06204379562043794,0.42602040816326536,0.16666666666666666,0.17021276595744683,0.13043478260869565,0.09090909090909093,0.19999999999999998,0.06354515050167224,0.08156424581005586,0.4465408805031446,0.3984306887532694
0.4622222222222222,0.0,0.681640625,0.7589820359281437,0.4833040421792619,0.38461538461538464,0.6452848252752514,0.41884816753926696,0.6562835660580021,0.5016611295681064,0.06939040207522697,0.058394160583941604,0.36224489795918374,0.16666666666666666,0.21276595744680854,0.20289855072463764,0.09090909090909093,0.2235294117647059,0.06354515050167224,0.0782122905027933,0.45911949685534587,0.36355710549258935
0.4266666666666667,0.0,0.654296875,0.7664670658682635,0.4868189806678383,0.46153846153846156,0.6452848252752514,0.31413612565445026,0.6455424274973146,0.5016611295681064,0.05317769130998702,0.06386861313868612,0.5918367346938777,0.19444444444444448,0.1914893617021277,0.13043478260869565,0.09090909090909093,0.2235294117647059,0.06354515050167224,0.09385474860335195,0.45911949685534587,0.5117698343504795
0.4088888888888889,0.0,0.59765625,0.7964071856287425,0.4938488576449912,0.5384615384615384,0.6452848252752514,0.31413612565445026,0.6133190118152523,0.6345514950166113,0.04345006485084305,0.05291970802919707,0.604591836734694,0.25,0.3191489361702128,0.27536231884057966,0.09090909090909093,0.2235294117647059,0.06354515050167224,0.09497206703910614,0.4716981132075471,0.5292066259808195
0.49777777777777776,0.0,0.634765625,0.8038922155688623,0.492091388400703,0.5384615384615384,0.6452848252752514,0.31413612565445026,0.6885069817400644,0.7009966777408638,0.062905317769131,0.05474452554744525,0.5918367346938777,0.38888888888888895,0.34042553191489366,0.34782608695652173,0.10774410774410775,0.17647058823529413,0.06354515050167224,0.10502793296089387,0.4968553459119497,0.49433304272013945
0.4,0.0,0.603515625,0.7964071856287425,0.4850615114235501,0.5384615384615384,0.6452848252752514,0.3664921465968587,0.6885069817400644,0.6677740863787376,0.04345006485084305,0.0510948905109489,0.41326530612244905,0.1388888888888889,0.23404255319148937,0.20289855072463764,0.10774410774410775,0.17647058823529413,0.06354515050167224,0.09050279329608939,0.45911949685534587,0.3722755013077594
0.4488888888888889,0.0,0.59765625,0.7994011976047904,0.4833040421792619,0.5384615384615384,0.6452848252752514,0.20942408376963353,0.6885069817400644,0.6677740863787376,0.07263294422827496,0.06204379562043794,0.489795918367347,0.36111111111111116,0.2978723404255319,0.27536231884057966,0.1245791245791246,0.21176470588235294,0.06354515050167224,0.08379888268156424,0.4465408805031446,0.44202266782911936
0.4222222222222222,0.0,0.681640625,0.8083832335329342,0.44815465729349735,0.46153846153846156,0.6452848252752514,0.31413612565445026,0.6885069817400644,0.5016611295681064,0.0920881971465629,0.06934306569343066,0.6683673469387756,0.4166666666666667,0.3829787234042553,0.27536231884057966,0.05723905723905725,0.14117647058823532,0.06354515050167224,0.0893854748603352,0.4968553459119497,0.5292066259808195
0.4088888888888889,0.0,0.654296875,0.7919161676646707,0.46572934973637964,0.46153846153846156,0.6452848252752514,0.41884816753926696,0.6455424274973146,0.5681063122923589,0.04345006485084305,0.04014598540145985,0.41326530612244905,0.2777777777777778,0.3829787234042553,0.27536231884057966,0.05723905723905725,0.05882352941176471,0.06354515050167224,0.08491620111731843,0.48427672955974843,0.3025283347863993
0.4711111111111111,0.0,0.654296875,0.7934131736526946,0.4305799648506151,0.46153846153846156,0.6606031594064147,0.31413612565445026,0.7314715359828142,0.5681063122923589,0.03372243839169909,0.032846715328467155,0.33673469387755106,0.22222222222222224,0.2765957446808511,0.27536231884057966,0.05723905723905725,0.03529411764705883,0.030100334448160536,0.0893854748603352,0.45911949685534587,0.24149956408020926
0.4488888888888889,0.0,0.66796875,0.7859281437125748,0.43936731107205623,0.5384615384615384,0.6515078985160364,0.41884816753926696,0.6992481203007519,0.5348837209302326,0.02723735408560311,0.04014598540145985,0.34948979591836743,0.16666666666666666,0.2978723404255319,0.27536231884057966,0.05723905723905725,0.1058823529411765,0.030100334448160536,0.061452513966480445,0.4716981132075471,0.2850915431560593
0.4444444444444444,0.0,0.662109375,0.8008982035928144,0.45518453427065025,0.5384615384615384,0.6452848252752514,0.3664921465968587,0.6885069817400644,0.5348837209302326,0.05317769130998702,0.06751824817518247,0.5535714285714286,0.25,0.2765957446808511,0.13043478260869565,0.05723905723905725,0.15294117647058827,0.030100334448160536,0.06480446927374302,0.4716981132075471,0.45074106364428934
0.36444444444444446,0.0,0.66796875,0.8023952095808383,0.4710017574692443,0.5384615384615384,0.6452848252752514,0.3664921465968587,0.6670247046186896,0.5681063122923589,0.05642023346303501,0.07116788321167883,0.5918367346938777,0.5,0.425531914893617,0.20289855072463764,0.07407407407407408,0.16470588235294117,0.06354515050167224,0.06815642458100558,0.5094339622641508,0.4856146469049694
0.49333333333333335,0.0,0.671875,0.7949101796407185,0.46572934973637964,0.6153846153846154,0.6452848252752514,0.26178010471204183,0.7529538131041891,0.6013289036544851,0.06614785992217898,0.0656934306569343,0.6301020408163267,0.36111111111111116,0.34042553191489366,0.20289855072463764,0.05723905723905725,0.17647058823529413,0.06354515050167224,0.061452513966480445,0.4968553459119497,0.5204882301656495
0.4177777777777778,0.0,0.66796875,0.7964071856287425,0.4727592267135325,0.6153846153846154,0.6452848252752514,0.31413612565445026,0.6777658431793769,0.5016611295681064,0.059662775616083005,0.056569343065693424,0.6811224489795918,0.3055555555555556,0.3191489361702128,0.20289855072463764,0.05723905723905725,0.15294117647058827,0.06354515050167224,0.06927374301675979,0.48427672955974843,0.5379250217959896
0.4222222222222222,0.0,0.658203125,0.7934131736526946,0.46572934973637964,0.5384615384615384,0.6452848252752514,0.20942408376963353,0.6562835660580021,0.6013289036544851,0.04345006485084305,0.06204379562043794,0.7066326530612245,0.1388888888888889,0.3829787234042553,0.20289855072463764,0.05723905723905725,0.16470588235294117,0.06354515050167224,0.0782122905027933,0.4465408805031446,0.5553618134263295
0.4577777777777778,0.0,0.669921875,0.7904191616766467,0.46572934973637964,0.5384615384615384,0.6452848252752514,0.3664921465968587,0.6562835660580021,0.5681063122923589,0.036964980544747075,0.06386861313868612,0.6301020408163267,0.19444444444444448,0.36170212765957444,0.20289855072463764,0.05723905723905725,0.17647058823529413,0.06354515050167224,0.08044692737430167,0.48427672955974843,0.5204882301656495
0.4577777777777778,0.0,0.7109375,0.7754491017964071,0.45694200351493847,0.5384615384615384,0.6452848252752514,0.26178010471204183,0.6992481203007519,0.6345514950166113,0.04993514915693904,0.09124087591240874,0.4642857142857144,0.38888888888888895,0.2765957446808511,0.20289855072463764,0.05723905723905725,0.17647058823529413,0.06354515050167224,0.08379888268156424,0.4716981132075471,0.4071490845684394
0.39111111111111113,0.0,0.69921875,0.7784431137724551,0.46748681898066785,0.5384615384615384,0.6452848252752514,0.3664921465968587,0.6777658431793769,0.6013289036544851,0.04993514915693904,0.06934306569343066,0.47704081632653067,0.25,0.25531914893617025,0.20289855072463764,0.07407407407407408,0.21176470588235294,0.06354515050167224,0.07262569832402235,0.4716981132075471,0.4333042720139495
0.4577777777777778,0.0,0.72265625,0.7904191616766467,0.46221441124780316,0.6153846153846154,0.6452848252752514,0.3664921465968587,0.6777658431793769,0.5348837209302326,0.04345006485084305,0.05291970802919707,0.489795918367347,0.19444444444444448,0.3191489361702128,0.20289855072463764,0.040404040404040414,0.21176470588235294,0.06354515050167224,0.09832402234636871,0.4716981132075471,0.44202266782911936
0.40444444444444444,0.0,0.720703125,0.7889221556886228,0.46045694200351495,0.5384615384615384,0.6452848252752514,0.4712041884816754,0.6885069817400644,0.5016611295681064,0.036964980544747075,0.06021897810218978,0.47704081632653067,0.22222222222222224,0.3191489361702128,0.20289855072463764,0.05723905723905725,0.21176470588235294,0.06354515050167224,0.08603351955307263,0.5094339622641508,0.4333042720139495
0.37333333333333335,0.0,0.703125,0.7844311377245509,0.46748681898066785,0.5384615384615384,0.6452848252752514,0.31413612565445026,0.6240601503759398,0.5348837209302326,0.059662775616083005,0.07116788321167883,0.489795918367347,0.3333333333333333,0.2765957446808511,0.20289855072463764,0.05723905723905725,0.21176470588235294,0.06354515050167224,0.06592178770949722,0.4716981132075471,0.45074106364428934
0.37777777777777777,0.0,0.720703125,0.7904191616766467,0.4797891036906854,0.46153846153846156,0.6452848252752514,0.31413612565445026,0.6240601503759398,0.6013289036544851,0.06939040207522697,0.06021897810218978,0.7321428571428572,0.4444444444444445,0.3191489361702128,0.20289855072463764,0.09090909090909093,0.19999999999999998,0.06354515050167224,0.09385474860335195,0.48427672955974843,0.5989537925021796
0.4533333333333333,0.0,0.705078125,0.7889221556886228,0.47627416520210897,0.46153846153846156,0.6452848252752514,0.4712041884816754,0.6885069817400644,0.6677740863787376,0.0920881971465629,0.08211678832116788,0.6173469387755103,0.22222222222222224,0.25531914893617025,0.13043478260869565,0.040404040404040414,0.18823529411764708,0.06354515050167224,0.13072625698324022,0.4968553459119497,0.5204882301656495
0.40444444444444444,0.0,0.703125,0.7799401197604791,0.48154657293497366,0.46153846153846156,0.6452848252752514,0.3664921465968587,0.6348012889366272,0.6345514950166113,0.07263294422827496,0.04927007299270073,0.604591836734694,0.47222222222222227,0.4468085106382979,0.20289855072463764,0.09090909090909093,0.15294117647058827,0.06354515050167224,0.08715083798882682,0.5094339622641508,0.4856146469049694
0.3688888888888889,0.0,0.73046875,0.7619760479041916,0.47627416520210897,0.46153846153846156,0.6452848252752514,0.31413612565445026,0.6240601503759398,0.6013289036544851,0.06939040207522697,0.058394160583941604,0.6556122448979592,0.2777777777777778,0.3191489361702128,0.20289855072463764,0.07407407407407408,0.16470588235294117,0.06354515050167224,0.10391061452513967,0.4716981132075471,0.5292066259808195
0.4711111111111111,0.0,0.708984375,0.7529940119760479,0.46924428822495606,0.46153846153846156,0.6452848252752514,0.3664921465968587,0.6670247046186896,0.6677740863787376,0.06939040207522697,0.05474452554744525,0.6556122448979592,0.38888888888888895,0.3829787234042553,0.20289855072463764,0.09090909090909093,0.19999999999999998,0.06354515050167224,0.10949720670391061,0.5094339622641508,0.5553618134263295
0.4533333333333333,0.0,0.73828125,0.7949101796407185,0.46397188049209137,0.46153846153846156,0.6452848252752514,0.3664921465968587,0.6348012889366272,0.6013289036544851,0.04669260700389105,0.05291970802919707,0.5663265306122449,0.25,0.2765957446808511,0.20289855072463764,0.09090909090909093,0.18823529411764708,0.06354515050167224,0.08268156424581007,0.4716981132075471,0.4856146469049694
0.4177777777777778,0.0,0.71875,0.7664670658682635,0.46924428822495606,0.46153846153846156,0.6452848252752514,0.41884816753926696,0.7207303974221267,0.6677740863787376,0.04020752269779507,0.04562043795620438,0.47704081632653067,0.19444444444444448,0.23404255319148937,0.20289855072463764,0.09090909090909093,0.14117647058823532,0.06354515050167224,0.0793296089385475,0.4968553459119497,0.3984306887532694
0.4177777777777778,0.0,0.71484375,0.781437125748503,0.46748681898066785,0.46153846153846156,0.6452848252752514,0.41884816753926696,0.6777658431793769,0.5348837209302326,0.030479896238651098,0.04014598540145985,0.3750000000000001,0.19444444444444448,0.21276595744680854,0.20289855072463764,0.07407407407407408,0.15294117647058827,0.06354515050167224,0.09050279329608939,0.4716981132075471,0.32868352223190933
0.43555555555555553,0.0,0.71875,0.8083832335329342,0.4710017574692443,0.46153846153846156,0.6452848252752514,0.41884816753926696,0.6562835660580021,0.6013289036544851,0.04669260700389105,0.0437956204379562,0.4005102040816327,0.19444444444444448,0.3829787234042553,0.27536231884057966,0.07407407407407408,0.11764705882352941,0.09698996655518395,0.10167597765363127,0.48427672955974843,0.32868352223190933
0.37777777777777777,0.0,0.720703125,0.7994011976047904,0.46748681898066785,0.46153846153846156,0.6452848252752514,0.3664921465968587,0.6133190118152523,0.5681063122923589,0.03372243839169909,0.06934306569343066,0.5025510204081634,0.22222222222222224,0.2765957446808511,0.20289855072463764,0.05723905723905725,0.15294117647058827,0.06354515050167224,0.09608938547486034,0.45911949685534587,0.41586748038360943
0.4444444444444444,0.0,0.689453125,0.8158682634730539,0.46221441124780316,0.3076923076923077,0.6452848252752514,0.31413612565445026,0.7207303974221267,0.5681063122923589,0.04993514915693904,0.05291970802919707,0.489795918367347,0.16666666666666666,0.2978723404255319,0.27536231884057966,0.09090909090909093,0.25882352941176473,0.06354515050167224,0.08491620111731843,0.4716981132075471,0.4681778552746294
0.40444444444444444,0.0,0.654296875,0.7964071856287425,0.4727592267135325,0.46153846153846156,0.6452848252752514,0.20942408376963353,0.6562835660580021,0.5681063122923589,0.05317769130998702,0.06751824817518247,0.5025510204081634,0.2777777777777778,0.3191489361702128,0.20289855072463764,0.09090909090909093,0.23529411764705885,0.030100334448160536,0.08603351955307263,0.4465408805031446,0.4681778552746294
0.4444444444444444,0.0,0.65234375,0.7859281437125748,0.4710017574692443,0.46153846153846156,0.6452848252752514,0.41884816753926696,0.7314715359828142,0.6677740863787376,0.04669260700389105,0.07481751824817516,0.5025510204081634,0.3055555555555556,0.25531914893617025,0.20289855072463764,0.07407407407407408,0.19999999999999998,0.09698996655518395,0.10837988826815644,0.4968553459119497,0.44202266782911936
0.4222222222222222,0.0,0.681640625,0.8083832335329342,0.4833040421792619,0.46153846153846156,0.6452848252752514,0.26178010471204183,0.6885069817400644,0.6013289036544851,0.05317769130998702,0.06934306569343066,0.5408163265306124,0.2777777777777778,0.3191489361702128,0.20289855072463764,0.10774410774410775,0.2235294117647059,0.06354515050167224,0.08603351955307263,0.4716981132075471,0.4856146469049694
0.37777777777777777,0.0,0.619140625,0.8248502994011976,0.4938488576449912,0.5384615384615384,0.6452848252752514,0.26178010471204183,0.6562835660580021,0.7009966777408638,0.05642023346303501,0.07846715328467152,0.5918367346938777,0.25,0.3191489361702128,0.27536231884057966,0.07407407407407408,0.24705882352941178,0.06354515050167224,0.09162011173184356,0.45911949685534587,0.5379250217959896
0.39111111111111113,0.0,0.634765625,0.7949101796407185,0.507908611599297,0.5384615384615384,0.6452848252752514,0.31413612565445026,0.7422126745435016,0.7009966777408638,0.062905317769131,0.072992700729927,0.5790816326530613,0.3333333333333333,0.2978723404255319,0.20289855072463764,0.07407407407407408,0.23529411764705885,0.06354515050167224,0.0893854748603352,0.48427672955974843,0.5204882301656495
0.4488888888888889,0.0,0.6640625,0.8038922155688623,0.5061511423550088,0.5384615384615384,0.6452848252752514,0.26178010471204183,0.6885069817400644,0.5016611295681064,0.062905317769131,0.07664233576642335,0.6938775510204082,0.36111111111111116,0.36170212765957444,0.20289855072463764,0.09090909090909093,0.28235294117647064,0.06354515050167224,0.10726256983240223,0.48427672955974843,0.6251089799476897
0.47555555555555556,0.0,0.673828125,0.7949101796407185,0.6045694200351494,0.5384615384615384,0.6452848252752514,0.3664921465968587,0.6455424274973146,0.6013289036544851,0.05642023346303501,0.06386861313868612,0.6811224489795918,0.22222222222222224,0.3829787234042553,0.13043478260869565,0.1245791245791246,0.2235294117647059,0.06354515050167224,0.07374301675977654,0.4716981132075471,0.5815170008718396
0.38222222222222224,0.0,0.666015625,0.8053892215568862,0.6080843585237259,0.5384615384615384,0.6452848252752514,0.20942408376963353,0.7099892588614393,0.6013289036544851,0.06939040207522697,0.06386861313868612,0.5408163265306124,0.25,0.2765957446808511,0.13043478260869565,0.07407407407407408,0.2235294117647059,0.06354515050167224,0.09608938547486034,0.4465408805031446,0.49433304272013945
0.4533333333333333,0.0,0.6953125,0.8053892215568862,0.6028119507908611,0.6153846153846154,0.6452848252752514,0.41884816753926696,0.6562835660580021,0.6013289036544851,0.07587548638132295,0.06934306569343066,0.5535714285714286,0.22222222222222224,0.25531914893617025,0.20289855072463764,0.1414141414141414,0.31764705882352945,0.06354515050167224,0.05921787709497206,0.48427672955974843,0.5466434176111595
0.48444444444444446,0.0,0.66796875,0.8053892215568862,0.6115992970123023,0.6153846153846154,0.6452848252752514,0.3664921465968587,0.6992481203007519,0.6345514950166113,0.05317769130998702,0.05474452554744525,0.528061224489796,0.11111111111111113,0.23404255319148937,0.20289855072463764,0.1245791245791246,0.23529411764705885,0.06354515050167224,0.07597765363128492,0.4716981132075471,0.4856146469049694
0.38222222222222224,0.0,0.615234375,0.7919161676646707,0.6221441124780316,0.5384615384615384,0.6452848252752514,0.3664921465968587,0.6562835660580021,0.5681063122923589,0.04020752269779507,0.06204379562043794,0.5408163265306124,0.16666666666666666,0.25531914893617025,0.20289855072463764,0.1245791245791246,0.24705882352941178,0.06354515050167224,0.09273743016759776,0.4716981132075471,0.5030514385353094
0.4088888888888889,0.0,0.634765625,0.7949101796407185,0.6133567662565905,0.5384615384615384,0.6452848252752514,0.31413612565445026,0.6885069817400644,0.6013289036544851,0.04993514915693904,0.05474452554744525,0.47704081632653067,0.08333333333333333,0.23404255319148937,0.20289855072463764,0.10774410774410775,0.21176470588235294,0.06354515050167224,0.08491620111731843,0.4465408805031446,0.4333042720139495
0.4222222222222222,0.0,0.65234375,0.7934131736526946,0.6115992970123023,0.5384615384615384,0.6452848252752514,0.41884816753926696,0.7207303974221267,0.6677740863787376,0.05642023346303501,0.06204379562043794,0.5790816326530613,0.11111111111111113,0.2978723404255319,0.20289855072463764,0.1414141414141414,0.29411764705882354,0.06354515050167224,0.09050279329608939,0.4968553459119497,0.5466434176111595
0.3422222222222222,0.0,0.646484375,0.7934131736526946,0.6239015817223199,0.6153846153846154,0.6452848252752514,0.3664921465968587,0.6455424274973146,0.5681063122923589,0.05317769130998702,0.06751824817518247,0.47704081632653067,0.2777777777777778,0.23404255319148937,0.20289855072463764,0.09090909090909093,0.17647058823529413,0.06354515050167224,0.07709497206703911,0.4716981132075471,0.41586748038360943
0.37777777777777777,0.0,0.654296875,0.8143712574850299,0.6221441124780316,0.6153846153846154,0.6452848252752514,0.41884816753926696,0.6562835660580021,0.6345514950166113,0.07587548638132295,0.06386861313868612,0.4642857142857144,0.5,0.3829787234042553,0.4202898550724637,0.10774410774410775,0.21176470588235294,0.06354515050167224,0.061452513966480445,0.5220125786163522,0.42458587619877947
0.0,0.0,0.630859375,0.8233532934131736,0.5975395430579965,0.5384615384615384,0.6452848252752514,0.31413612565445026,0.6562835660580021,0.5681063122923589,0.06939040207522697,0.07116788321167883,0.5663265306122449,0.22222222222222224,0.2765957446808511,0.13043478260869565,0.1414141414141414,0.3411764705882353,0.06354515050167224,0.06927374301675979,0.45911949685534587,0.5727986050566696
0.31555555555555553,0.0,0.62890625,0.8158682634730539,0.5975395430579965,0.5384615384615384,0.6452848252752514,0.4712041884816754,0.6777658431793769,0.6013289036544851,0.0012970168612191958,0.07664233576642335,0.5408163265306124,0.22222222222222224,0.25531914893617025,0.13043478260869565,0.1414141414141414,0.3882352941176471,0.06354515050167224,0.06815642458100558,0.5094339622641508,0.5815170008718396
0.4,0.0,0.60546875,0.8143712574850299,0.5957820738137083,0.5384615384615384,0.6452848252752514,0.31413612565445026,0.6777658431793769,0.6013289036544851,0.05317769130998702,0.058394160583941604,0.43877551020408173,0.19444444444444448,0.1914893617021277,0.13043478260869565,0.15824915824915828,0.24705882352941178,0.06354515050167224,0.0782122905027933,0.45911949685534587,0.42458587619877947
